Career_Path,Python_Skill,Java_Skill,JavaScript_Skill,SQL_Skill,C++_Skill,R_Skill,Machine_Learning_Skill,Deep_Learning_Skill,NLP_Skill,Computer_Vision_Skill,React_Skill,Node.js_Skill,Django_Skill,FastAPI_Skill,Docker_Skill,AWS_Skill,Azure_Skill,GCP_Skill,Kubernetes_Skill,Terraform_Skill,TensorFlow_Skill,PyTorch_Skill,Scikit-learn_Skill,Pandas_Skill,NumPy_Skill,System_Design_Skill,Data_Structures_Skill,Algorithms_Skill,Statistics_Skill,Linear_Algebra_Skill,CGPA,Experience_Years,Primary_Interest,Secondary_Interest,Personality_Type,Education_Level,Certifications,Projects_Completed,GitHub_Repos,Hackathons,Internships,Expected_Salary,Job_Market_Demand,Satisfaction_Score
UI/UX Designer,4,4,7,6,1,2,4,4,4,3,8,7,1,4,1,3,5,3,3,3,4,7,5,1,5,4,2,5,5,3,6.94,5,Web Development,Blockchain,Collaborative,B.Sc,1,10,33,4,0,60000,9,82
Data Scientist,10,5,4,10,5,5,8,7,4,5,1,7,2,3,5,3,1,1,4,4,6,1,4,8,7,7,1,1,7,6,7.95,4,Cloud Computing,Product Design,Innovative,B.Tech,4,3,30,10,3,140000,9,63
Cloud Architect,2,2,1,3,1,1,2,5,1,1,3,1,3,3,10,7,7,9,9,8,4,7,2,1,4,8,4,5,3,3,6.7,0,Data Analytics,Blockchain,Leadership,M.Tech,4,4,43,6,2,120000,6,72
Mobile Developer,5,8,8,1,1,2,4,6,1,3,7,3,3,4,1,1,1,1,1,3,1,1,3,3,1,3,5,8,1,5,7.7,4,IoT,Product Design,Innovative,M.Tech,7,13,27,7,1,230000,7,66
Cybersecurity Analyst,6,7,6,2,8,4,1,2,6,3,3,2,2,3,6,2,2,7,1,5,5,3,5,1,5,7,6,9,3,3,6.44,0,AI/ML,IoT,Collaborative,MCA,7,15,32,7,3,230000,9,98
Data Scientist,9,3,1,6,2,3,7,7,3,2,2,3,4,3,5,5,5,5,7,2,7,1,2,9,7,3,1,5,8,2,7.38,4,Web Development,AR/VR,Collaborative,M.Tech,8,6,6,5,2,140000,10,72
DevOps Engineer,8,3,3,7,5,6,3,6,2,2,1,1,5,6,9,7,4,4,10,9,1,3,5,7,3,8,1,2,2,3,7.44,2,Web Development,Cloud Computing,Detail-oriented,M.Tech,3,12,29,1,0,270000,9,99
Cloud Architect,2,2,2,2,5,2,4,3,4,1,3,3,2,7,10,10,7,10,8,8,6,7,4,5,1,9,1,5,1,4,8.79,4,Mobile Apps,IoT,Innovative,M.Tech,6,7,14,3,1,260000,6,81
Full Stack Developer,7,3,8,6,3,1,3,2,1,1,8,9,9,4,8,4,5,4,2,3,2,4,2,6,3,3,3,3,1,3,9.04,4,Cybersecurity,Blockchain,Detail-oriented,BCA,4,6,17,1,0,130000,10,71
Data Scientist,9,1,3,9,4,1,9,7,2,2,2,1,6,3,4,2,2,3,1,4,6,5,2,8,10,4,4,6,9,2,9.7,2,IoT,Cybersecurity,Leadership,M.Sc,4,14,18,4,0,170000,5,70
Cloud Architect,1,1,1,4,1,2,4,2,1,3,1,3,5,4,8,10,8,9,10,9,1,5,4,3,3,7,2,4,3,1,6.02,4,Web Development,AI/ML,Detail-oriented,M.Tech,5,15,8,10,0,290000,8,86
Cybersecurity Analyst,8,5,4,6,9,3,4,2,3,5,1,1,3,2,4,5,2,3,3,3,6,2,3,3,2,9,9,9,4,2,7.6,5,Blockchain,AI/ML,Innovative,BCA,5,0,14,9,3,280000,6,79
UI/UX Designer,1,2,8,1,1,4,5,5,2,4,9,4,5,2,2,1,4,5,1,3,3,4,6,3,1,3,1,1,7,2,7.39,5,AI/ML,IoT,Analytical,B.Tech,0,14,10,4,2,190000,9,82
Product Manager,4,1,2,8,1,3,6,5,1,5,3,3,1,3,1,4,7,4,3,1,4,3,4,5,2,7,4,1,5,1,8.4,3,Web Development,Product Design,Innovative,B.Sc,4,4,18,6,3,40000,6,63
Mobile Developer,6,7,7,6,4,2,5,5,1,1,6,3,4,1,4,2,2,3,6,7,3,1,3,3,5,2,6,7,2,3,9.03,1,Cloud Computing,AI/ML,Innovative,BCA,5,12,38,9,3,130000,7,88
Cybersecurity Analyst,5,8,3,3,6,3,1,5,3,2,2,6,2,3,2,6,1,3,6,1,1,2,1,3,6,10,7,6,2,7,6.25,4,AR/VR,Cloud Computing,Detail-oriented,M.Tech,1,4,36,6,1,70000,6,93
AI/ML Engineer,7,5,6,2,2,2,7,10,9,6,2,1,2,3,3,5,1,3,3,4,7,7,2,5,2,1,2,2,4,4,7.76,2,Cybersecurity,IoT,Collaborative,B.Sc,2,5,0,4,1,80000,6,89
Mobile Developer,5,7,9,3,6,4,4,2,1,3,8,4,2,4,7,2,2,5,4,4,1,6,3,3,1,3,9,8,1,1,6.93,4,AI/ML,Product Design,Leadership,BCA,8,10,31,10,1,90000,7,60
Product Manager,3,6,4,8,1,5,6,6,6,7,1,5,1,3,5,3,1,3,2,2,5,4,3,2,1,8,1,1,5,3,9.27,0,IoT,Product Design,Creative,B.Tech,3,7,15,7,0,290000,10,93
Full Stack Developer,5,6,10,7,4,3,4,1,7,5,8,8,7,8,7,5,2,3,2,5,5,3,3,3,2,5,2,1,1,1,7.99,2,AR/VR,Mobile Apps,Detail-oriented,M.Sc,3,13,31,10,3,170000,7,100
Cybersecurity Analyst,5,5,1,7,7,3,3,4,6,4,1,3,2,4,2,3,1,1,1,7,3,6,3,4,3,6,9,10,4,2,6.71,4,Cybersecurity,Mobile Apps,Detail-oriented,MCA,6,9,36,2,3,240000,9,90
Cloud Architect,5,3,2,1,2,1,5,3,1,3,3,2,1,1,10,10,7,8,10,10,5,4,4,2,3,10,3,5,1,1,7.66,1,AR/VR,Cloud Computing,Creative,M.Sc,0,4,21,9,0,150000,8,64
Cloud Architect,6,3,2,4,4,5,4,1,2,4,3,1,2,2,10,9,10,6,10,7,4,3,2,6,5,9,5,6,5,1,6.33,3,IoT,Cybersecurity,Analytical,B.Sc,1,0,44,6,2,280000,9,87
Blockchain Developer,6,4,10,2,6,6,4,2,3,3,3,3,5,4,2,7,1,1,1,5,2,1,1,2,5,3,8,8,4,2,9.43,5,IoT,AI/ML,Creative,B.Sc,2,11,35,8,0,300000,6,95
Data Scientist,9,3,4,6,4,2,7,6,4,1,3,1,1,2,1,4,3,1,4,1,8,1,3,7,8,5,1,1,9,4,7.78,1,Cloud Computing,Cybersecurity,Analytical,M.Tech,0,14,17,2,1,100000,9,76
UI/UX Designer,2,2,7,2,1,4,2,4,4,5,8,7,4,1,5,5,2,3,6,1,3,4,6,4,3,2,3,5,5,1,7.3,0,Cybersecurity,Cybersecurity,Innovative,B.Tech,2,10,46,2,1,110000,6,87
Cloud Architect,2,3,6,1,7,5,4,2,6,3,1,7,3,3,10,7,6,9,10,9,4,1,1,5,3,10,3,6,4,3,6.45,3,IoT,Mobile Apps,Leadership,BCA,5,6,31,6,1,230000,7,84
Data Scientist,10,3,3,10,2,3,10,5,5,2,1,1,1,5,3,3,3,6,1,4,6,6,2,8,10,2,5,3,7,4,9.11,2,Mobile Apps,Product Design,Analytical,M.Sc,1,8,41,10,3,90000,7,88
DevOps Engineer,6,3,5,2,2,5,1,7,4,5,5,1,3,1,7,7,3,7,9,7,1,2,4,3,7,10,2,3,4,5,7.34,4,Cloud Computing,Blockchain,Innovative,B.Tech,3,13,40,2,2,260000,5,68
Cloud Architect,5,3,1,7,4,3,2,1,5,5,1,3,4,3,7,9,6,10,8,8,1,3,4,1,4,9,5,4,4,2,9.83,5,Cybersecurity,Mobile Apps,Collaborative,B.Tech,6,2,8,7,2,180000,8,72
Cloud Architect,4,1,3,3,1,5,4,6,3,6,5,4,2,3,8,10,7,6,7,10,6,7,5,6,6,8,3,2,2,3,9.01,0,Web Development,Web Development,Creative,M.Sc,8,13,16,10,0,290000,7,89
Cloud Architect,5,5,1,2,5,1,5,3,5,4,1,6,4,4,10,9,9,8,10,7,1,4,1,2,4,7,1,2,7,3,8.34,3,AR/VR,Cybersecurity,Creative,B.Tech,3,15,14,5,0,140000,6,98
Full Stack Developer,8,3,10,8,6,2,3,2,3,2,10,10,5,4,8,2,3,2,3,1,4,5,7,5,6,2,2,1,4,2,8.29,1,IoT,Cybersecurity,Leadership,B.Tech,7,8,45,3,2,60000,7,100
Mobile Developer,7,10,10,7,5,1,4,2,4,1,6,1,3,3,1,4,2,1,3,1,3,1,2,5,4,2,7,9,2,4,9.82,2,AI/ML,Web Development,Creative,B.Tech,4,4,21,3,3,80000,8,73
Cloud Architect,5,2,4,4,7,4,4,3,2,4,2,5,3,3,8,10,9,7,10,8,4,3,3,4,1,10,3,1,6,4,8.5,3,IoT,Data Analytics,Detail-oriented,B.Tech,5,8,6,4,1,210000,9,63
AI/ML Engineer,7,4,5,3,1,5,7,7,6,9,4,3,6,2,3,1,1,2,4,5,10,10,1,6,3,7,1,6,1,2,6.42,2,Data Analytics,Web Development,Collaborative,BCA,4,14,6,1,3,190000,10,98
Cloud Architect,3,1,4,4,2,2,4,2,4,4,3,1,2,3,7,8,9,6,7,10,1,1,4,6,2,8,5,4,1,1,6.02,5,AI/ML,AI/ML,Detail-oriented,B.Tech,4,9,5,7,3,190000,9,94
UI/UX Designer,2,3,9,5,1,1,4,1,5,2,9,2,1,4,3,5,1,3,5,5,3,2,2,5,1,1,3,4,5,6,9.87,2,Product Design,Cloud Computing,Innovative,B.Sc,7,1,4,4,3,180000,5,79
Blockchain Developer,8,2,8,1,10,7,1,1,2,4,2,3,3,2,1,4,1,5,3,7,4,4,2,3,3,3,7,10,4,5,9.01,5,Cybersecurity,Mobile Apps,Creative,BCA,2,15,35,1,0,170000,7,81
Mobile Developer,5,9,9,1,4,1,3,4,1,4,5,2,4,1,6,1,1,1,2,3,2,7,2,3,1,4,8,5,1,4,9.0,1,AR/VR,Blockchain,Detail-oriented,M.Tech,6,12,35,6,0,80000,6,82
Product Manager,3,1,1,5,3,6,3,2,1,5,1,6,4,2,1,4,1,3,1,3,5,2,3,5,5,6,4,7,6,3,7.76,0,Blockchain,Product Design,Creative,MCA,3,9,1,1,1,290000,5,86
Full Stack Developer,5,1,7,8,4,3,1,4,1,6,7,10,5,8,6,3,1,1,7,6,5,4,1,3,5,5,5,1,3,1,8.75,4,Blockchain,Mobile Apps,Collaborative,BCA,3,1,28,5,2,270000,7,96
AI/ML Engineer,7,2,1,1,2,2,10,10,6,8,1,5,1,4,2,2,3,3,1,3,9,10,3,5,3,1,1,1,4,4,6.51,1,AI/ML,Product Design,Creative,BCA,8,10,22,2,2,110000,6,76
Cybersecurity Analyst,7,7,2,1,9,5,7,4,2,1,5,4,1,2,5,2,1,5,4,3,5,2,1,3,4,8,9,10,3,1,9.51,5,IoT,Web Development,Creative,M.Sc,4,4,13,5,2,230000,5,85
Cloud Architect,3,5,4,2,3,7,3,4,1,2,1,4,2,1,9,10,6,8,8,7,7,5,1,7,1,8,3,1,4,6,8.26,1,Cloud Computing,Data Analytics,Collaborative,M.Tech,5,6,42,2,3,130000,6,71
Cybersecurity Analyst,7,5,2,5,6,5,3,5,2,3,3,4,4,3,1,4,4,2,1,6,4,4,3,3,1,7,9,10,6,5,7.54,0,AR/VR,Web Development,Creative,MCA,8,12,45,0,2,90000,10,90
DevOps Engineer,7,3,1,3,3,5,5,1,1,2,1,4,3,1,8,7,6,4,8,9,7,3,1,1,2,6,4,1,1,3,9.4,3,Data Analytics,Data Analytics,Leadership,B.Tech,6,14,46,6,3,110000,9,81
Blockchain Developer,5,6,7,3,7,1,5,5,3,5,3,6,1,2,1,3,3,4,6,1,4,5,5,3,2,5,9,9,6,5,9.17,1,AI/ML,Blockchain,Collaborative,MCA,7,9,24,1,0,210000,9,75
DevOps Engineer,7,1,2,5,3,3,2,1,3,5,5,2,3,6,10,8,1,3,10,10,3,7,1,4,6,9,3,1,3,2,8.69,4,Product Design,AR/VR,Leadership,BCA,2,7,14,10,0,260000,7,87
Cybersecurity Analyst,7,7,1,4,9,1,1,2,3,3,4,5,5,4,1,1,2,4,1,4,3,1,7,1,3,7,5,8,1,2,6.23,4,IoT,Product Design,Detail-oriented,B.Tech,4,12,23,10,0,300000,8,83
Cloud Architect,1,3,5,3,1,2,1,6,6,4,5,2,7,2,10,10,9,7,8,10,5,1,1,2,4,10,5,4,6,4,6.92,3,Data Analytics,Mobile Apps,Detail-oriented,M.Sc,5,14,47,7,3,260000,6,83
UI/UX Designer,5,3,6,1,2,1,6,1,3,5,8,1,1,2,1,1,1,2,4,1,2,5,2,1,1,5,5,3,7,1,7.94,5,Cybersecurity,Product Design,Detail-oriented,B.Tech,5,4,44,0,3,260000,9,84
Full Stack Developer,4,1,7,7,1,1,4,4,1,2,8,8,5,4,7,2,4,2,1,4,4,1,3,1,3,3,5,4,3,3,8.82,4,AI/ML,IoT,Leadership,M.Tech,4,5,14,0,1,110000,9,83
Blockchain Developer,5,2,7,5,6,5,2,1,1,2,5,6,2,1,1,7,1,4,4,3,4,6,1,6,3,4,6,10,1,2,7.57,4,Web Development,Product Design,Collaborative,MCA,4,6,44,3,0,170000,8,72
Cloud Architect,1,3,3,4,6,5,2,6,3,6,4,5,2,3,8,10,10,10,7,10,3,4,1,6,3,7,2,5,7,3,8.94,2,Web Development,Mobile Apps,Analytical,BCA,3,11,46,7,0,200000,6,89
Cybersecurity Analyst,7,8,2,1,9,1,2,7,4,5,5,1,1,1,1,1,1,2,4,4,1,5,1,4,3,9,8,9,3,7,6.74,5,AI/ML,Blockchain,Detail-oriented,B.Tech,7,1,24,9,3,100000,7,73
AI/ML Engineer,9,1,1,3,4,2,10,8,9,7,3,2,1,2,6,4,4,2,2,3,10,8,3,4,2,5,1,1,1,4,7.02,3,Web Development,Product Design,Detail-oriented,B.Sc,0,5,37,5,3,150000,10,91
Mobile Developer,7,8,6,4,3,1,1,3,1,7,9,2,2,3,3,3,2,3,5,2,1,1,5,6,2,2,8,9,4,3,7.38,4,IoT,Blockchain,Leadership,M.Tech,2,4,12,0,2,60000,6,82
Data Scientist,9,4,3,8,2,3,7,7,1,5,4,1,3,4,3,5,5,4,4,2,5,3,4,10,6,4,5,6,10,1,8.79,3,Product Design,Blockchain,Collaborative,M.Sc,8,12,26,5,3,140000,9,69
Product Manager,7,6,3,7,6,3,1,4,4,4,3,3,3,4,4,3,1,1,3,1,1,2,2,1,1,6,4,4,8,3,6.55,2,Cybersecurity,Mobile Apps,Creative,B.Sc,2,2,46,7,2,180000,8,93
Blockchain Developer,9,3,7,1,6,1,1,6,3,3,4,5,1,6,1,3,1,3,2,4,4,1,2,3,4,2,6,7,2,1,7.77,3,Data Analytics,Product Design,Analytical,M.Sc,2,9,17,3,0,180000,7,69
Mobile Developer,5,6,8,1,3,5,5,2,4,5,7,1,5,5,2,2,4,3,2,4,4,2,2,1,2,6,6,9,4,6,8.9,5,Data Analytics,Mobile Apps,Analytical,B.Sc,5,4,12,1,2,280000,8,97
Cybersecurity Analyst,6,7,1,2,8,4,1,2,1,5,7,2,1,4,3,4,6,6,5,7,3,1,6,2,4,8,7,9,4,7,9.01,2,Mobile Apps,Web Development,Analytical,M.Sc,6,10,1,10,2,250000,8,72
Blockchain Developer,6,3,10,2,10,4,3,1,6,2,3,5,5,6,4,6,5,3,5,3,4,3,3,6,4,3,7,10,4,4,9.51,0,IoT,IoT,Detail-oriented,MCA,3,10,12,5,3,180000,5,94
Full Stack Developer,8,6,10,7,3,3,4,4,1,5,9,10,5,4,7,3,3,5,3,2,5,3,5,6,4,5,1,1,2,5,9.98,4,IoT,Product Design,Creative,M.Tech,2,11,43,6,0,120000,5,67
Cybersecurity Analyst,5,8,5,4,8,4,4,4,4,1,1,3,3,3,6,2,1,7,5,3,2,5,3,1,5,7,7,10,2,2,8.19,5,Cloud Computing,AR/VR,Creative,BCA,1,3,8,9,1,290000,7,81
Blockchain Developer,5,1,8,4,6,5,4,7,1,5,2,2,5,5,2,6,1,4,5,3,2,1,3,2,4,1,7,7,7,3,7.93,3,Mobile Apps,Web Development,Analytical,B.Tech,6,9,8,2,1,240000,10,61
Data Scientist,10,2,4,6,2,5,7,6,2,1,4,3,1,1,4,6,1,4,5,3,6,2,7,7,6,4,1,6,10,3,8.75,3,AR/VR,Cloud Computing,Leadership,MCA,4,12,45,6,3,130000,9,91
Product Manager,4,6,1,6,1,4,4,6,1,3,4,4,5,3,1,1,5,1,2,5,3,1,3,2,4,10,7,6,8,4,8.39,2,Data Analytics,Web Development,Innovative,B.Sc,4,4,31,3,1,220000,6,66
Mobile Developer,5,6,6,5,4,2,5,7,4,7,8,5,1,2,1,3,5,3,1,3,3,5,2,5,3,4,5,5,5,2,7.61,5,Cloud Computing,Cloud Computing,Innovative,B.Sc,2,2,8,9,0,300000,7,60
Blockchain Developer,8,5,10,6,10,3,6,6,6,1,3,4,2,6,2,3,3,3,5,1,5,2,1,4,2,5,6,7,6,3,6.76,1,Data Analytics,AR/VR,Analytical,BCA,3,11,36,5,1,80000,10,72
UI/UX Designer,3,1,5,4,6,1,5,5,3,3,8,3,5,4,5,2,3,5,2,2,5,4,4,1,1,6,5,3,3,1,9.5,1,Product Design,Product Design,Leadership,MCA,3,15,44,2,0,260000,5,99
DevOps Engineer,7,2,4,2,1,1,5,4,2,3,3,3,3,6,9,8,6,1,10,7,3,5,1,4,3,10,3,1,4,1,7.3,0,Data Analytics,IoT,Detail-oriented,B.Sc,0,12,17,5,3,280000,10,63
Full Stack Developer,7,7,9,5,4,4,4,5,2,2,10,9,9,8,7,5,1,4,5,6,5,5,1,4,4,1,1,2,2,5,6.92,5,Cloud Computing,Cybersecurity,Analytical,B.Sc,3,8,39,1,1,80000,9,80
Data Scientist,10,2,3,10,6,5,7,5,1,2,1,3,3,5,1,2,5,3,5,3,6,5,1,7,7,5,4,5,7,3,6.1,2,Mobile Apps,AI/ML,Collaborative,MCA,7,7,17,0,1,80000,9,86
DevOps Engineer,6,2,4,5,3,5,3,4,3,7,7,4,6,5,9,10,3,1,7,7,1,2,1,4,4,10,2,1,3,3,6.51,2,Mobile Apps,AR/VR,Collaborative,BCA,7,2,30,5,2,50000,8,96
Blockchain Developer,5,3,7,4,6,2,4,3,1,5,4,4,5,6,3,6,3,1,3,5,4,1,2,3,4,3,8,7,2,3,6.46,1,Cybersecurity,IoT,Leadership,BCA,7,14,29,3,1,80000,6,90
Blockchain Developer,8,2,10,3,6,3,2,2,5,2,3,4,4,4,1,3,2,5,1,3,5,1,1,2,2,2,7,9,2,1,7.52,2,Cybersecurity,Mobile Apps,Creative,M.Tech,3,3,16,9,1,60000,10,99
Full Stack Developer,8,4,7,5,1,2,5,2,7,5,9,8,9,7,5,1,5,4,1,6,4,4,1,1,1,3,1,4,3,1,6.03,5,IoT,Data Analytics,Detail-oriented,MCA,7,6,11,6,3,50000,10,84
Mobile Developer,6,6,9,3,4,3,1,2,2,4,8,6,2,5,3,2,2,1,4,6,1,2,1,3,3,5,9,5,4,1,9.73,3,AR/VR,Cloud Computing,Collaborative,B.Tech,5,2,13,5,0,240000,6,76
AI/ML Engineer,10,4,4,4,5,2,7,10,10,6,3,1,1,2,1,1,4,1,1,3,9,8,7,4,3,5,1,5,2,2,9.54,2,Blockchain,Web Development,Analytical,BCA,4,5,7,2,2,140000,6,65
Mobile Developer,4,6,9,5,3,2,5,2,3,2,5,3,5,2,2,6,1,5,2,1,4,2,1,1,5,1,9,8,4,1,7.16,4,AR/VR,Cybersecurity,Creative,B.Tech,6,4,36,3,3,70000,10,80
Blockchain Developer,5,6,6,4,6,3,1,1,2,1,5,1,2,4,1,3,2,1,7,2,4,3,3,2,1,5,7,10,4,2,7.43,4,IoT,AR/VR,Innovative,BCA,6,10,26,7,0,60000,8,73
Cybersecurity Analyst,8,7,4,2,8,6,2,5,3,4,7,3,2,3,3,5,7,1,6,6,3,1,3,2,5,10,6,9,1,1,9.4,5,IoT,Mobile Apps,Innovative,B.Sc,0,10,49,0,1,50000,10,75
Mobile Developer,4,10,10,4,1,7,4,1,3,5,5,2,2,1,2,3,4,5,3,2,3,4,6,4,4,4,8,9,2,7,8.28,1,Cybersecurity,Blockchain,Collaborative,MCA,7,11,3,8,0,230000,7,96
DevOps Engineer,7,4,1,3,1,2,6,3,4,5,5,3,4,3,10,7,4,4,7,8,6,3,6,1,4,7,1,4,1,5,8.57,4,Data Analytics,Blockchain,Innovative,B.Tech,7,13,26,5,2,70000,6,81
Cloud Architect,2,2,3,5,5,6,3,2,3,5,3,2,2,1,9,9,6,9,10,9,1,1,1,1,5,8,1,1,4,6,7.85,5,AI/ML,AI/ML,Analytical,M.Tech,2,5,30,7,3,100000,9,80
Cybersecurity Analyst,5,7,2,2,7,1,5,3,5,5,3,1,6,3,2,6,7,2,2,7,4,1,1,4,3,10,9,9,2,6,9.35,4,IoT,Web Development,Detail-oriented,B.Tech,1,10,44,0,1,70000,9,95
AI/ML Engineer,8,3,3,4,4,3,10,9,8,9,3,1,2,4,5,5,5,7,1,5,9,8,1,1,5,2,3,3,5,1,8.78,5,Cloud Computing,Blockchain,Analytical,MCA,0,7,8,1,3,80000,7,81
AI/ML Engineer,8,2,4,1,2,2,7,10,9,7,1,4,1,4,4,5,1,1,1,4,7,9,5,3,2,1,4,3,2,5,8.57,3,Data Analytics,Product Design,Collaborative,B.Sc,2,9,41,2,2,220000,10,84
Full Stack Developer,5,4,8,7,6,6,5,5,3,1,10,8,8,4,7,3,3,5,1,2,2,1,3,1,2,2,2,6,3,1,9.97,4,Cybersecurity,AI/ML,Detail-oriented,B.Sc,2,2,35,7,1,220000,6,82
UI/UX Designer,5,2,6,3,4,5,5,5,2,2,7,1,2,5,2,1,1,7,4,4,1,1,6,6,1,2,4,2,5,1,6.09,3,AI/ML,Mobile Apps,Creative,M.Sc,4,15,50,8,0,190000,6,98
Mobile Developer,6,8,7,3,2,1,5,3,1,2,5,4,2,6,1,2,4,3,3,5,4,5,5,3,3,3,6,5,1,4,8.59,2,Cybersecurity,AI/ML,Analytical,M.Sc,8,14,37,4,3,290000,6,79
Cybersecurity Analyst,9,5,3,5,9,4,4,2,1,1,6,5,4,6,2,3,4,5,4,2,2,1,2,2,3,7,6,9,4,1,8.79,1,Data Analytics,AI/ML,Innovative,MCA,4,14,19,6,0,300000,10,74
Cybersecurity Analyst,6,8,1,3,9,2,6,6,1,5,3,5,5,4,1,3,4,2,1,3,1,4,7,4,1,9,6,7,1,2,10.0,0,Data Analytics,Blockchain,Detail-oriented,BCA,2,7,8,1,0,220000,7,91
UI/UX Designer,4,4,9,3,3,4,2,2,2,3,10,4,4,6,1,4,3,1,2,2,4,2,3,4,6,6,5,3,5,5,8.34,0,Product Design,Cybersecurity,Analytical,M.Tech,4,1,45,0,2,180000,6,80
Data Scientist,10,5,4,6,1,1,10,8,5,6,4,4,1,3,1,1,2,1,2,3,8,5,5,10,8,3,2,2,7,4,8.13,0,AR/VR,AI/ML,Innovative,M.Sc,6,5,23,10,3,160000,9,73
AI/ML Engineer,7,5,7,2,2,3,9,9,8,10,5,3,4,4,1,4,3,1,2,4,7,7,1,1,3,1,3,2,4,1,7.06,2,Product Design,Data Analytics,Analytical,B.Tech,8,8,48,1,2,260000,8,96
Blockchain Developer,7,1,10,3,6,4,4,2,3,5,1,5,4,1,5,6,4,1,1,1,6,3,3,1,2,4,9,10,4,5,7.44,1,AR/VR,Cloud Computing,Detail-oriented,M.Sc,4,4,14,5,0,50000,6,81
Full Stack Developer,5,1,10,6,1,3,1,3,5,2,7,10,5,5,5,3,3,5,5,2,6,5,3,1,5,7,2,5,4,3,7.7,2,Web Development,IoT,Creative,M.Tech,3,3,15,3,2,110000,7,71
AI/ML Engineer,10,6,2,3,4,1,10,10,8,9,4,2,2,1,4,4,5,1,4,3,7,7,1,3,6,3,5,5,1,2,9.81,4,Data Analytics,AR/VR,Innovative,M.Tech,6,1,30,10,3,250000,9,82
UI/UX Designer,4,3,6,2,1,3,2,5,4,4,8,3,6,3,1,5,1,1,4,3,3,4,1,6,3,5,4,3,7,1,6.43,0,Web Development,Web Development,Creative,MCA,8,14,47,6,3,70000,5,86
Data Scientist,10,3,1,9,4,5,10,9,4,1,1,5,5,2,4,5,3,4,1,2,5,2,1,8,9,1,3,7,10,1,6.5,3,AI/ML,Web Development,Innovative,B.Sc,6,11,45,1,0,170000,5,76
Data Scientist,7,1,5,7,3,3,7,6,7,1,1,2,3,4,2,4,3,3,5,5,5,1,1,8,8,1,1,6,10,3,9.25,5,AR/VR,Cloud Computing,Analytical,M.Tech,8,5,1,2,0,190000,10,71
Data Scientist,9,3,2,6,7,1,8,8,4,5,1,1,1,3,6,4,1,5,2,6,9,1,2,9,10,2,1,3,9,4,6.91,2,Web Development,Cybersecurity,Collaborative,MCA,1,10,22,1,2,100000,6,71
Cybersecurity Analyst,7,5,3,5,6,3,4,1,3,6,4,1,5,3,3,1,4,6,7,3,6,3,1,3,2,9,6,10,1,1,9.14,4,AR/VR,Blockchain,Leadership,M.Tech,2,1,44,3,0,60000,10,95
Data Scientist,9,7,1,7,2,2,9,7,5,4,1,1,6,4,1,2,4,2,6,1,9,3,3,7,10,6,1,2,9,1,8.96,2,IoT,Cybersecurity,Innovative,B.Sc,5,8,37,1,0,180000,5,74
Blockchain Developer,5,5,6,4,9,2,4,6,2,4,3,6,3,6,1,6,6,7,3,4,2,4,1,1,2,3,10,10,1,4,7.24,0,Cybersecurity,IoT,Detail-oriented,B.Sc,1,8,5,4,2,160000,6,84
Cybersecurity Analyst,6,5,6,6,8,6,1,3,2,3,1,3,3,4,3,3,4,5,5,1,3,1,5,2,3,6,8,8,4,6,8.99,2,Cybersecurity,Web Development,Detail-oriented,M.Tech,2,13,50,5,2,210000,8,80
AI/ML Engineer,10,7,6,4,4,5,10,8,9,10,7,2,3,2,3,1,2,3,4,5,9,7,1,5,1,2,2,4,7,2,8.1,0,Web Development,AR/VR,Analytical,MCA,1,8,34,2,1,300000,10,78
Data Scientist,7,6,6,10,2,4,7,6,5,3,1,6,3,4,3,6,4,1,2,5,6,5,2,9,7,2,4,1,7,2,7.82,1,AI/ML,Blockchain,Collaborative,M.Sc,6,10,47,3,3,210000,9,86
Full Stack Developer,4,6,7,6,4,4,6,3,3,3,7,10,5,8,8,5,6,3,3,1,6,1,7,3,3,3,6,2,2,4,7.76,0,Cybersecurity,Product Design,Creative,B.Sc,3,11,0,4,1,180000,10,76
Product Manager,7,5,2,9,4,4,3,6,7,4,2,1,2,4,1,3,4,3,5,2,1,1,2,1,2,7,4,4,8,1,6.15,3,AR/VR,AR/VR,Leadership,M.Tech,5,15,46,4,2,100000,8,67
Product Manager,5,5,5,6,4,3,4,3,1,2,5,4,3,5,5,1,1,2,2,5,3,3,2,7,5,6,4,3,7,5,9.18,2,AR/VR,Data Analytics,Creative,BCA,6,13,1,9,1,120000,6,80
AI/ML Engineer,8,1,5,1,4,1,10,10,6,8,5,1,3,2,5,2,1,2,5,2,9,8,2,1,3,4,1,5,2,2,9.81,2,IoT,Cybersecurity,Leadership,BCA,2,13,14,3,2,250000,10,81
Product Manager,4,4,6,7,1,5,6,1,4,4,1,7,3,5,4,1,3,2,5,4,5,7,1,4,2,9,3,3,5,4,6.46,5,AR/VR,AI/ML,Detail-oriented,B.Tech,7,7,8,3,2,40000,7,88
Mobile Developer,7,10,6,2,3,6,3,1,6,5,5,4,1,2,5,4,3,5,1,4,1,3,1,1,2,2,7,8,4,5,9.2,4,Cloud Computing,Data Analytics,Leadership,B.Tech,8,0,47,1,3,140000,7,77
Full Stack Developer,7,3,9,9,1,5,1,4,6,3,9,10,9,5,5,2,5,2,4,1,1,5,4,1,1,3,2,5,6,5,7.58,3,Mobile Apps,Product Design,Detail-oriented,MCA,2,8,48,9,1,270000,10,86
